GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
55449	0.586	0.2314285	0.0897	-1.196687	-0.1074004	412.43	DHRS4-AS1	DHRS4 antisense RNA 1
283571	0.586	0.2317523	0.1076	1.195857	0.1286163	254.37	PROX2	prospero homeobox 2
2628	0.586	0.2316492	0.1772	-1.196121	-0.2119276	160.3	GATM	glycine amidinotransferase
105371090	0.586	0.2315309	0.2192	1.196425	0.2622972	529.66	LOC105371090	uncharacterized LOC105371090
22928	0.586	0.2314898	0.0857	1.19653	0.1025124	1295.2	SEPHS2	selenophosphate synthetase 2
59340	0.586	0.2316703	0.27	1.196067	0.3229957	459.34	HRH4	histamine receptor H4
105372630	0.586	0.2315923	0.3741	1.196267	0.447511	21.04	LOC105372630	uncharacterized LOC105372630
55370	0.586	0.2317164	0.1811	1.195949	0.2165572	283.02	PPP4R1L	protein phosphatase 4 regulatory subunit 1 like (pseudogene)
64689	0.586	0.2318663	0.0524	1.195565	0.0626263	693.89	GORASP1	golgi reassembly stacking protein 1
168507	0.586	0.23185	0.1206	1.195607	0.1442488	466.1	PKD1L1	polycystin 1 like 1, transient receptor potential channel interacting
28706	0.586	0.2318575	0.1548	1.195588	0.1850272	36.62	TRAJ49	T cell receptor alpha joining 49
147694	0.586	0.2321016	0.0922	-1.194963	-0.1101389	965.31	ZNF548	zinc finger protein 548
10097	0.586	0.232185	0.13	1.194749	0.1553624	26202.83	ACTR2	actin related protein 2
9136	0.586	0.2321948	0.1248	-1.194724	-0.1491036	303.05	RRP9	ribosomal RNA processing 9, U3 small nucleolar RNA binding protein
64386	0.586	0.2322029	0.2348	1.194704	0.2805094	3444.62	MMP25	matrix metallopeptidase 25
412	0.586	0.2322392	0.1375	1.194611	0.1642855	609.55	STS	steroid sulfatase
27018	0.586	0.2322615	0.15	-1.194554	-0.1792061	676.78	BEX3	brain expressed X-linked 3
961	0.587	0.2323164	0.0638	-1.194413	-0.0761752	10844.08	CD47	CD47 molecule
53615	0.587	0.2323328	0.1174	-1.194371	-0.1402749	1381.96	MBD3	methyl-CpG binding domain protein 3
101927221	0.587	0.232367	0.1729	1.194284	0.2065384	199.7	UBR5-DT	UBR5 divergent transcript
100996442	0.587	0.2324303	0.2251	1.194122	0.2688394	448	LOC100996442	WAS protein family homolog 2-like
284900	0.587	0.2324126	0.0704	1.194167	0.0841177	319.3	TTC28-AS1	TTC28 antisense RNA 1
48	0.587	0.2325507	0.1296	1.193814	0.1547602	1213.09	ACO1	aconitase 1
100533181	0.587	0.2326112	0.206	1.193659	0.2459311	12.03	FXYD6-FXYD2	FXYD6-FXYD2 readthrough
24141	0.587	0.2325969	0.1971	-1.193696	-0.2352499	56.67	LAMP5	lysosomal associated membrane protein family member 5
6421	0.587	0.2326731	0.073	-1.193501	-0.0871689	10150.74	SFPQ	splicing factor proline and glutamine rich
7264	0.587	0.2326606	0.1876	-1.193533	-0.2239035	1133.69	GFUS	GDP-L-fucose synthase
345611	0.587	0.2327578	0.1453	-1.193285	-0.1733444	35.73	IRGM	immunity related GTPase M
107984650	0.587	0.2328011	0.1722	-1.193174	-0.2054667	46.72	LOC107984650	
692087	0.587	0.2327177	0.1563	1.193387	0.1865234	92.18	SNORD49B	small nucleolar RNA, C/D box 49B
84295	0.587	0.2327974	0.0838	-1.193184	-0.1000213	2195.72	PHF6	PHD finger protein 6
100132832	0.587	0.2328474	0.1428	1.193056	0.1703432	97.86	PMS2P9	PMS1 homolog 2, mismatch repair system component pseudogene 9
2086	0.587	0.2328798	0.1896	1.192973	0.226142	1296.3	ERV3-1	endogenous retrovirus group 3 member 1, envelope
693140	0.587	0.2330618	0.1022	1.192509	0.1218808	46.39	MIR555	microRNA 555
55526	0.587	0.233089	0.0798	-1.192439	-0.095195	1867.64	DHTKD1	dehydrogenase E1 and transketolase domain containing 1
202052	0.588	0.2332402	0.1063	-1.192054	-0.1267666	189.22	DNAJC18	DnaJ heat shock protein family (Hsp40) member C18
114991	0.588	0.2333777	0.1441	1.191703	0.1717588	100.52	ZNF618	zinc finger protein 618
107984421	0.588	0.2333082	0.167	1.19188	0.1990329	836.2	LOC107984421	uncharacterized LOC107984421
9786	0.588	0.2333586	0.0596	-1.191752	-0.0709946	2295.77	KIAA0586	KIAA0586
55930	0.588	0.2332684	0.1268	-1.191982	-0.1511021	79.14	MYO5C	myosin VC
7775	0.588	0.233331	0.0901	-1.191822	-0.1073866	280	ZNF232	zinc finger protein 232
78997	0.588	0.2332888	0.2597	1.19193	0.3096017	9.52	GDAP1L1	ganglioside induced differentiation associated protein 1 like 1
406974	0.588	0.2334174	0.1881	1.191602	0.224143	12.52	MIR197	microRNA 197
400	0.588	0.2334841	0.0967	-1.191432	-0.1152097	1180.65	ARL1	ADP ribosylation factor like GTPase 1
958	0.588	0.2335122	0.1521	-1.19136	-0.1812609	298.41	CD40	CD40 molecule
127253	0.588	0.2336451	0.116	-1.191022	-0.1382139	1214.71	TYW3	tRNA-yW synthesizing protein 3 homolog
101929667	0.588	0.2337007	0.3508	1.19088	0.417773	230.59	LOC101929667	uncharacterized LOC101929667
101410543	0.588	0.233722	0.1665	-1.190826	-0.1982971	15.05	XXYLT1-AS2	XXYLT1 antisense RNA 2
100505483	0.588	0.2336535	0.153	1.191	0.1822107	28.71	PRKAG2-AS1	PRKAG2 antisense RNA 1
5069	0.588	0.2336107	0.2319	1.191109	0.2761874	14.99	PAPPA	pappalysin 1
100616414	0.588	0.2337216	0.1597	-1.190827	-0.1901546	69.08	MIR4761	microRNA 4761
7224	0.588	0.2336776	0.198	1.190939	0.2358464	26.75	TRPC5	transient receptor potential cation channel subfamily C member 5
107986631	0.588	0.2337714	0.1851	-1.1907	-0.220368	23.55	LOC107986631	uncharacterized LOC107986631
28231	0.588	0.2337957	0.1805	1.190638	0.2149496	19.33	SLCO4A1	solute carrier organic anion transporter family member 4A1
10257	0.588	0.2338472	0.1824	-1.190507	-0.2171876	4089.94	ABCC4	ATP binding cassette subfamily C member 4
1475	0.588	0.2339226	0.1544	-1.190315	-0.1837656	2225	CSTA	cystatin A
9348	0.588	0.2340159	0.2892	-1.190078	-0.3441115	9.54	NDST3	N-deacetylase and N-sulfotransferase 3
105375060	0.588	0.2340322	0.2515	1.190036	0.2992582	62.37	LOC105375060	replaced by ID 105375059
161514	0.588	0.2340063	0.2295	1.190102	0.2730759	9.04	TBC1D21	TBC1 domain family member 21
9363	0.588	0.2340237	0.1214	-1.190058	-0.1445028	183.47	RAB33A	RAB33A, member RAS oncogene family
28715	0.588	0.2341953	0.1825	1.189621	0.2171144	37.71	TRAJ40	T cell receptor alpha joining 40
84707	0.588	0.234204	0.184	-1.189599	-0.2188459	273.02	BEX2	brain expressed X-linked 2
4548	0.588	0.2342616	0.07	-1.189453	-0.0832436	4116.19	MTR	5-methyltetrahydrofolate-homocysteine methyltransferase
4255	0.589	0.2344555	0.1205	1.18896	0.1433003	312.13	MGMT	O-6-methylguanine-DNA methyltransferase
23137	0.589	0.2344852	0.0802	-1.188884	-0.0953013	4104.36	SMC5	structural maintenance of chromosomes 5
100506443	0.589	0.2345794	0.1472	1.188645	0.1749394	153.15	ITPKB-IT1	ITPKB intronic transcript 1
5328	0.589	0.2345571	0.2379	1.188702	0.2827972	29.53	PLAU	plasminogen activator, urokinase
9827	0.589	0.2347199	0.0865	1.188288	0.1028366	764.73	RGP1	RGP1 homolog, RAB6A GEF complex partner 1
51255	0.589	0.2348388	0.094	-1.187986	-0.1116622	1148.2	RNF181	ring finger protein 181
401303	0.589	0.2349127	0.1273	-1.187799	-0.1511962	481.92	ZNF815P	zinc finger protein 815, pseudogene
100133315	0.589	0.2349691	0.089	1.187656	0.1056713	75.18	XNDC1N	XRCC1 N-terminal domain containing 1, N-terminal like
121256	0.589	0.2349773	0.2867	1.187635	0.3404898	17.86	TMEM132D	transmembrane protein 132D
241	0.589	0.234989	0.1988	-1.187605	-0.2360677	4809.88	ALOX5AP	arachidonate 5-lipoxygenase activating protein
84461	0.589	0.2348573	0.0835	1.187939	0.0992492	849.08	NEURL4	neuralized E3 ubiquitin protein ligase 4
79576	0.589	0.2348842	0.0543	-1.187871	-0.0644514	909.74	NKAP	NFKB activating protein
5926	0.589	0.2350391	0.0819	-1.187478	-0.097217	5197.07	ARID4A	AT-rich interaction domain 4A
8897	0.589	0.2350982	0.13	1.187328	0.1543995	5897.49	MTMR3	myotubularin related protein 3
153364	0.589	0.2351844	0.1241	-1.18711	-0.1473178	406.03	MBLAC2	metallo-beta-lactamase domain containing 2
971	0.589	0.2352292	0.2192	-1.186996	-0.2602076	345.69	CD72	CD72 molecule
55346	0.589	0.2352276	0.1041	1.187	0.1235274	658.97	TCP11L1	t-complex 11 like 1
6576	0.589	0.2351749	0.1149	-1.187134	-0.1364137	386.63	SLC25A1	solute carrier family 25 member 1
25927	0.589	0.235261	0.2195	1.186915	0.2604773	32.8	CNRIP1	cannabinoid receptor interacting protein 1
5775	0.589	0.2353426	0.1073	-1.186709	-0.1273146	13627.6	PTPN4	protein tyrosine phosphatase non-receptor type 4
5004	0.589	0.2353267	0.3423	1.186749	0.4062659	283.26	ORM1	orosomucoid 1
28723	0.589	0.2353758	0.1674	1.186625	0.1986689	43.15	TRAJ32	T cell receptor alpha joining 32
28951	0.589	0.235518	0.0896	-1.186264	-0.1063368	2556.41	TRIB2	tribbles pseudokinase 2
134728	0.589	0.2354383	0.1126	-1.186466	-0.133631	292	IRAK1BP1	interleukin 1 receptor associated kinase 1 binding protein 1
23478	0.589	0.2354976	0.074	-1.186316	-0.0878303	2192.81	SEC11A	SEC11 homolog A, signal peptidase complex subunit
8678	0.589	0.2354146	0.0596	-1.186526	-0.0707465	3023.49	BECN1	beclin 1
85508	0.589	0.2354664	0.2279	1.186395	0.2703671	68.86	SCRT2	scratch family transcriptional repressor 2
36	0.59	0.235706	0.0701	-1.185788	-0.0831639	1033.7	ACADSB	acyl-CoA dehydrogenase short/branched chain
9987	0.59	0.2357641	0.0738	1.185641	0.0875504	4749.46	HNRNPDL	heterogeneous nuclear ribonucleoprotein D like
65082	0.59	0.235739	0.064	-1.185704	-0.0758675	2079.56	VPS33A	VPS33A core subunit of CORVET and HOPS complexes
51706	0.59	0.2359858	0.1022	-1.18508	-0.1210789	1233.65	CYB5R1	cytochrome b5 reductase 1
9791	0.59	0.235863	0.0961	-1.185391	-0.1139226	4071.11	PTDSS1	phosphatidylserine synthase 1
169792	0.59	0.2359652	0.2349	1.185132	0.278434	42.45	GLIS3	GLIS family zinc finger 3
107987108	0.59	0.2360071	0.218	1.185026	0.2583803	9.43	LOC107987108	uncharacterized LOC107987108
105370117	0.59	0.2359769	0.1851	1.185103	0.2193646	25.95	LOC105370117	uncharacterized LOC105370117
148254	0.59	0.235884	0.0811	-1.185338	-0.0961252	550.05	ZNF555	zinc finger protein 555
9514	0.59	0.2359252	0.2229	-1.185233	-0.2642227	8.13	GAL3ST1	galactose-3-O-sulfotransferase 1
105375563	0.59	0.2360355	0.182	-1.184954	-0.2156549	10.11	REPIN1-AS1	REPIN1 antisense RNA 1
3904	0.59	0.2361412	0.3105	-1.184687	-0.3678158	137.56	LAIR2	leukocyte associated immunoglobulin like receptor 2
79872	0.59	0.2361927	0.0868	1.184557	0.1028264	1697.82	CBLL1	Cbl proto-oncogene like 1
636	0.59	0.2362045	0.0988	1.184527	0.1170705	336.74	BICD1	BICD cargo adaptor 1
128272	0.59	0.2363553	0.1429	1.184146	0.1692669	91.98	ARHGEF19	Rho guanine nucleotide exchange factor 19
130814	0.59	0.2363506	0.0891	-1.184158	-0.1054588	2202.12	SLC66A3	solute carrier family 66 member 3
440288	0.59	0.2363266	0.0739	-1.184218	-0.0874589	113.19	UBL7-DT	UBL7 divergent transcript
4574	0.59	0.2362981	0.221	-1.18429	-0.2617448	233.33	TRNS1	tRNA-Ser
11165	0.59	0.2364428	0.0861	1.183925	0.1019616	5127.72	NUDT3	nudix hydrolase 3
100526820	0.59	0.2364934	0.1991	1.183797	0.2357457	27.21	CAHM	colon adenocarcinoma hypermethylated
7597	0.59	0.2364996	0.0982	-1.183781	-0.1162094	2452.94	ZBTB25	zinc finger and BTB domain containing 25
23294	0.591	0.2366321	0.1106	1.183447	0.1308822	1060.26	ANKS1A	ankyrin repeat and sterile alpha motif domain containing 1A
146722	0.591	0.236605	0.101	1.183515	0.1194921	1364.72	CD300LF	CD300 molecule like family member f
105375591	0.591	0.2368167	0.1571	-1.182981	-0.1858528	69.56	INSIG1-DT	INSIG1 divergent transcript
105371566	0.591	0.23685	0.1346	1.182897	0.1592357	22.07	LOC105371566	uncharacterized LOC105371566
246312	0.591	0.2368375	0.1424	-1.182929	-0.1684165	96.81	C21orf91-OT1	C21orf91 overlapping transcript 1
200316	0.591	0.2368957	0.1407	1.182782	0.1663968	535.74	APOBEC3F	apolipoprotein B mRNA editing enzyme catalytic subunit 3F
105374854	0.591	0.2369737	0.2611	-1.182585	-0.3087174	10.37	LOC105374854	uncharacterized LOC105374854
79726	0.591	0.2370384	0.053	1.182422	0.0627135	797.92	WDR59	WD repeat domain 59
105371818	0.591	0.2370858	0.2104	-1.182302	-0.2487564	8.11	LOC105371818	uncharacterized LOC105371818
100996716	0.591	0.2371743	0.1053	-1.182079	-0.1245176	514.01	SEC22B2P	SEC22 homolog B2, pseudogene
105374171	0.591	0.2371691	0.2974	-1.182092	-0.3515308	35.76	LOC105374171	uncharacterized LOC105374171
80745	0.592	0.2372551	0.0809	-1.181875	-0.0956727	359.86	THUMPD2	THUMP domain containing 2
4055	0.592	0.2373935	0.1672	1.181527	0.1975587	588.25	LTBR	lymphotoxin beta receptor
112267866	0.592	0.2373174	0.1653	1.181719	0.1953343	115.68	LOC112267866	
10240	0.592	0.2374316	0.0806	-1.181431	-0.0952118	747.74	MRPS31	mitochondrial ribosomal protein S31
9780	0.592	0.237377	0.1557	1.181568	0.1839577	1982.66	PIEZO1	piezo type mechanosensitive ion channel component 1
105372245	0.592	0.2374114	0.1598	-1.181482	-0.188831	13.96	LOC105372245	uncharacterized LOC105372245
105372482	0.592	0.2374098	0.1001	1.181486	0.1182762	91.03	ZNF8-DT	ZNF8 divergent transcript
28822	0.592	0.2374968	0.2835	-1.181267	-0.3348649	70.56	IGLV1-47	immunoglobulin lambda variable 1-47
9040	0.592	0.2375254	0.107	-1.181195	-0.1263499	1103.92	UBE2M	ubiquitin conjugating enzyme E2 M
10613	0.592	0.2376121	0.1356	1.180976	0.160149	1111.29	ERLIN1	ER lipid raft associated 1
3178	0.592	0.2376166	0.1666	1.180965	0.1967128	9763.33	HNRNPA1	heterogeneous nuclear ribonucleoprotein A1
105373265	0.592	0.2376859	0.1891	1.180791	0.2232685	13.89	LOC105373265	uncharacterized LOC105373265
7155	0.592	0.2377387	0.0793	-1.180658	-0.0936358	15952.78	TOP2B	DNA topoisomerase II beta
54758	0.592	0.2376605	0.1046	1.180855	0.1235444	672.93	KLHDC4	kelch domain containing 4
3455	0.592	0.2377352	0.0575	1.180667	0.067847	4399.58	IFNAR2	interferon alpha and beta receptor subunit 2
105377548	0.592	0.2377971	0.2835	1.180511	0.3346199	16.62	LOC105377548	uncharacterized LOC105377548
466	0.592	0.2378292	0.0851	-1.18043	-0.1004067	1425.5	ATF1	activating transcription factor 1
2239	0.592	0.2378399	0.3179	1.180403	0.3752831	10.83	GPC4	glypican 4
101928603	0.592	0.2379106	0.1969	1.180225	0.2324412	51.29	ARMH2	armadillo like helical domain containing 2
255308	0.592	0.2379063	0.1068	-1.180236	-0.1260723	697.4	EIF2S3B	eukaryotic translation initiation factor 2 subunit gamma B
105378979	0.592	0.2379764	0.2459	1.18006	0.2902193	10.97	LOC105378979	growth/differentiation factor 3
100131827	0.592	0.238012	0.1019	-1.17997	-0.1202528	455.48	ZNF717	zinc finger protein 717
109623464	0.592	0.2380742	0.2252	1.179814	0.265749	11.03	SNORA119	small nucleolar RNA, H/ACA box 119
54825	0.592	0.2382541	0.1572	1.179362	0.185448	19.38	CDHR2	cadherin related family member 2
105375403	0.592	0.2382957	0.1977	-1.179257	-0.2331856	12.92	BET1-AS1	BET1 antisense RNA 1
3952	0.592	0.23835	0.3257	-1.179121	-0.3840344	12.13	LEP	leptin
2079	0.592	0.2382994	0.0927	-1.179248	-0.1093013	1884.81	ERH	ERH mRNA splicing and mitosis factor
5048	0.592	0.2383499	0.0618	1.179121	0.072819	4846.17	PAFAH1B1	platelet activating factor acetylhydrolase 1b regulatory subunit 1
677681	0.592	0.2383774	0.1975	1.179052	0.2328179	22.14	SCARNA20	small Cajal body-specific RNA 20
7040	0.592	0.2383266	0.1469	1.17918	0.1732077	821.47	TGFB1	transforming growth factor beta 1
9398	0.592	0.2385025	0.1648	1.178738	0.1942374	987.38	CD101	CD101 molecule
106635683	0.592	0.2384429	0.1972	-1.178888	-0.2324706	3073.78	SNORD141A	small nucleolar RNA, C/D box 141A
60673	0.592	0.2385195	0.1256	-1.178695	-0.1479856	584.14	ATG101	autophagy related 101
100507217	0.592	0.2384291	0.0995	-1.178922	-0.1172997	3906.32	CHASERR	CHD2 adjacent suppressive regulatory RNA
9368	0.592	0.2385175	0.1269	1.1787	0.1495272	1974.25	NHERF1	NHERF family PDZ scaffold protein 1
8842	0.592	0.2386116	0.2471	1.178464	0.2912364	16.41	PROM1	prominin 1
8836	0.592	0.2386576	0.1338	-1.178349	-0.1576581	92.88	GGH	gamma-glutamyl hydrolase
100996660	0.592	0.2386354	0.1891	1.178404	0.2228507	15.12	LOC100996660	uncharacterized LOC100996660
51106	0.592	0.2386968	0.0469	1.17825	0.0552358	585	TFB1M	transcription factor B1, mitochondrial
23030	0.593	0.2388153	0.1515	1.177953	0.1784907	3067.59	KDM4B	lysine demethylase 4B
65065	0.593	0.2389213	0.0763	-1.177687	-0.0898196	2136.7	NBEAL1	neurobeachin like 1
93010	0.593	0.2389244	0.3083	1.17768	0.3630747	69.5	B3GNT7	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7
339834	0.593	0.23898	0.2201	1.17754	0.259216	32.22	IHO1	interactor of HORMAD1 1
8747	0.593	0.2390156	0.1836	1.177451	0.2162295	13.64	ADAM21	ADAM metallopeptidase domain 21
8448	0.593	0.2389175	0.1103	1.177697	0.1298592	57.55	DOC2A	double C2 domain alpha
6459	0.593	0.2389973	0.2814	1.177497	0.3313794	11.05	SH3GL1P2	SH3 domain containing GRB2 like 1, endophilin A2 pseudogene 2
105371880	0.593	0.2389743	0.1859	1.177554	0.2188526	23.24	LOC105371880	uncharacterized LOC105371880
6809	0.593	0.2390888	0.1721	1.177267	0.2026405	4045.46	STX3	syntaxin 3
107985870	0.593	0.2391708	0.3077	1.177062	0.3621483	71.02	LOC107985870	uncharacterized LOC107985870
26017	0.593	0.2392213	0.0806	-1.176935	-0.0948936	2996.09	FAM32A	family with sequence similarity 32 member A
10284	0.593	0.239313	0.0747	-1.176706	-0.0878952	2389.52	SAP18	Sin3A associated protein 18
5523	0.593	0.2393995	0.1107	1.176489	0.1302751	570.4	PPP2R3A	protein phosphatase 2 regulatory subunit B''alpha
116843	0.593	0.2393932	0.1382	-1.176505	-0.1626278	1605.57	SLC18B1	solute carrier family 18 member B1
105377276	0.593	0.2395416	0.1883	1.176133	0.221474	29.11	LOC105377276	uncharacterized LOC105377276
54438	0.593	0.2396768	0.1801	1.175795	0.2117144	1528.71	GFOD1	glucose-fructose oxidoreductase domain containing 1
55893	0.593	0.2396631	0.1788	1.175829	0.2101962	426.94	ZNF395	zinc finger protein 395
107984316	0.593	0.2396132	0.1681	1.175954	0.1977088	49.95	LOC107984316	replaced by ID 374383
8445	0.593	0.2396389	0.0971	-1.17589	-0.114121	8449.57	DYRK2	dual specificity tyrosine phosphorylation regulated kinase 2
9950	0.593	0.2395725	0.0548	-1.176056	-0.0644275	1840.12	GOLGA5	golgin A5
9466	0.593	0.2395457	0.1155	-1.176123	-0.1358958	2417.49	IL27RA	interleukin 27 receptor subunit alpha
2937	0.593	0.2394591	0.0908	-1.17634	-0.1067893	478.68	GSS	glutathione synthetase
6173	0.593	0.2395019	0.1272	-1.176233	-0.1495796	5888.47	RPL36A	ribosomal protein L36a
132320	0.593	0.2397605	0.1358	-1.175586	-0.1596298	7616.2	SCLT1	sodium channel and clathrin linker 1
8882	0.593	0.2397562	0.0846	-1.175596	-0.0994547	1407.79	ZPR1	ZPR1 zinc finger
644353	0.593	0.239807	0.0976	1.175469	0.1147637	260.08	ZCCHC18	zinc finger CCHC-type containing 18
109623452	0.593	0.2398803	0.2305	1.175286	0.2708776	9.42	SNORD159	small nucleolar RNA, C/D box 159
255031	0.594	0.2399265	0.1043	-1.17517	-0.122539	115.28	LINC00957	long intergenic non-protein coding RNA 957
2796	0.594	0.2399839	0.1787	1.175027	0.2100258	334.04	GNRH1	gonadotropin releasing hormone 1
54894	0.594	0.2399746	0.0852	1.17505	0.1000615	184.84	RNF43	ring finger protein 43
100873946	0.594	0.2401091	0.1611	1.174714	0.189283	28.57	VAV3-AS1	VAV3 antisense RNA 1
107985203	0.594	0.2401738	0.1841	1.174553	0.2162073	59.79	LOC107985203	uncharacterized LOC107985203
58538	0.594	0.2401326	0.2922	1.174655	0.3432589	7.42	MPP4	MAGUK p55 scaffold protein 4
83594	0.594	0.2402085	0.2664	-1.174466	-0.3128938	127.73	NUDT12	nudix hydrolase 12
79269	0.594	0.240161	0.0918	-1.174585	-0.1078048	2900.68	DCAF10	DDB1 and CUL4 associated factor 10
6494	0.594	0.2401963	0.1162	1.174496	0.1364535	3450.1	SIPA1	signal-induced proliferation-associated 1
100287616	0.594	0.2401187	0.1415	1.17469	0.1662712	38.2	LOXL1-AS1	LOXL1 antisense RNA 1
166614	0.594	0.240256	0.3371	-1.174347	-0.3958258	18.04	DCLK2	doublecortin like kinase 2
1844	0.594	0.240322	0.3306	1.174182	0.3881622	925.19	DUSP2	dual specificity phosphatase 2
9597	0.594	0.2405885	0.1972	1.173517	0.2314747	18.02	SMAD5-AS1	SMAD5 antisense RNA 1
10758	0.594	0.2406065	0.1096	1.173472	0.128575	208.55	TRAF3IP2	TRAF3 interacting protein 2
115273	0.594	0.2406669	0.2718	1.173322	0.3188829	8.99	RAB42	RAB42, member RAS oncogene family
96626	0.594	0.2406777	0.1306	-1.173295	-0.1532651	293.64	LIMS3	LIM zinc finger domain containing 3
105373730	0.594	0.2407994	0.1876	1.172991	0.2200839	53.84	LOC105373730	
105377320	0.594	0.2407822	0.2332	1.173034	0.2736077	115.83	LOC105377320	uncharacterized LOC105377320
113402	0.594	0.2407863	0.076	-1.173024	-0.0891928	1080.08	SFT2D1	SFT2 domain containing 1
10929	0.594	0.2407396	0.1059	-1.17314	-0.1241783	3553.36	SRSF8	serine and arginine rich splicing factor 8
110599590	0.594	0.2408523	0.1365	-1.172859	-0.1601372	15.55	C5-OT1	C5 3' UTR overlapping transcript 1
5892	0.594	0.240907	0.0735	1.172723	0.0862378	587.62	RAD51D	RAD51 paralog D
100130742	0.595	0.2409945	0.1239	-1.172505	-0.1452963	63.58	LRRC69	leucine rich repeat containing 69
100134869	0.595	0.2410979	0.19	-1.172247	-0.2227061	82.68	UBE2Q2P2	UBE2Q2 pseudogene 2
664701	0.595	0.2411061	0.1917	-1.172227	-0.2246899	34.34	ZNF826P	zinc finger protein 826, pseudogene
7350	0.595	0.2412813	0.1565	1.17179	0.1833781	47.88	UCP1	uncoupling protein 1
7390	0.595	0.2412896	0.1007	-1.171769	-0.1179452	777.27	UROS	uroporphyrinogen III synthase
123207	0.595	0.2412832	0.0515	-1.171785	-0.0603278	855.6	C15orf40	chromosome 15 open reading frame 40
57446	0.595	0.2413077	0.0543	-1.171725	-0.063635	1568.22	NDRG3	NDRG family member 3
8912	0.595	0.2413667	0.25	1.171578	0.2929063	33.81	CACNA1H	calcium voltage-gated channel subunit alpha1 H
101927401	0.595	0.2416623	0.1953	1.170842	0.2286198	18.85	LOC101927401	uncharacterized LOC101927401
81618	0.595	0.2416797	0.1824	-1.170799	-0.2134967	632.2	ITM2C	integral membrane protein 2C
166785	0.595	0.2414423	0.093	1.171389	0.1089743	406.69	MMAA	metabolism of cobalamin associated A
27244	0.595	0.2414688	0.1063	-1.171323	-0.1245675	2179.01	SESN1	sestrin 1
3092	0.595	0.2416458	0.1866	1.170883	0.2185122	1620.96	HIP1	huntingtin interacting protein 1
159195	0.595	0.2415876	0.0623	1.171028	0.0729357	259.12	USP54	ubiquitin specific peptidase 54
10944	0.595	0.2416239	0.0871	-1.170938	-0.101971	8085.97	C11orf58	chromosome 11 open reading frame 58
101927817	0.595	0.2414461	0.1829	1.17138	0.2142069	95.22	LOC101927817	uncharacterized LOC101927817
4641	0.595	0.2416461	0.1432	1.170882	0.1677281	251.45	MYO1C	myosin IC
10055	0.595	0.2416718	0.1182	-1.170818	-0.1384196	1593.68	SAE1	SUMO1 activating enzyme subunit 1
28773	0.595	0.2415206	0.3207	-1.171195	-0.3756356	9.5	IGLV9-49	immunoglobulin lambda variable 9-49
107984841	0.595	0.2418553	0.2408	1.170362	0.2818183	135.63	LOC107984841	replaced by ID 100288069
5993	0.595	0.2417766	0.0993	-1.170558	-0.1162493	2469.33	RFX5	regulatory factor X5
142686	0.595	0.2418744	0.0927	-1.170315	-0.1084539	291.23	ASB14	ankyrin repeat and SOCS box containing 14
85015	0.595	0.2419403	0.099	-1.170151	-0.115823	1066.05	USP45	ubiquitin specific peptidase 45
790953	0.595	0.242052	0.1632	1.169873	0.1909677	29.62	TSL	testis-expressed, seven-twelve, leukemia
51552	0.595	0.242002	0.0888	1.169997	0.103896	3132.75	RAB14	RAB14, member RAS oncogene family
5728	0.595	0.2418965	0.1438	-1.17026	-0.1682758	30616.85	PTEN	phosphatase and tensin homolog
619207	0.595	0.2417674	0.2097	1.17058	0.245441	146.96	SCART1	scavenger receptor family member expressed on T cells 1
1270	0.595	0.2420134	0.1178	1.169969	0.1378663	42.7	CNTF	ciliary neurotrophic factor
107984661	0.595	0.2420449	0.0922	1.169891	0.107892	335.67	LOC107984661	uncharacterized LOC107984661
83640	0.595	0.2418867	0.08	-1.170284	-0.0936067	699.85	RAMAC	RNA guanine-7 methyltransferase activating subunit
730087	0.595	0.2419135	0.1246	-1.170218	-0.1458658	81.18	ZNF726	zinc finger protein 726
26220	0.595	0.2418131	0.366	1.170467	0.4284455	9.07	DGCR5	DiGeorge syndrome critical region gene 5
7805	0.595	0.242419	0.1155	1.168962	0.1350415	17769.81	LAPTM5	lysosomal protein transmembrane 5
2634	0.595	0.2422882	0.1358	-1.169287	-0.1588088	13312.9	GBP2	guanylate binding protein 2
10213	0.595	0.2422159	0.0966	-1.169466	-0.1130216	1085.03	PSMD14	proteasome 26S subunit, non-ATPase 14
130507	0.595	0.242397	0.0587	-1.169016	-0.0686521	5308.24	UBR3	ubiquitin protein ligase E3 component n-recognin 3
1605	0.595	0.2421422	0.1123	1.169649	0.131392	332.94	DAG1	dystroglycan 1
107986246	0.595	0.2424458	0.2474	1.168895	0.2891322	18.97	LOC107986246	uncharacterized LOC107986246
107986669	0.595	0.2423292	0.2417	1.169185	0.2826269	8.91	LOC107986669	uncharacterized LOC107986669
4722	0.595	0.2422783	0.0907	-1.169311	-0.1061137	767.79	NDUFS3	NADH:ubiquinone oxidoreductase core subunit S3
100288346	0.595	0.2423565	0.2796	1.169117	0.3268333	29.5	NCAM1-AS1	NCAM1 antisense RNA1
4940	0.595	0.2423506	0.2569	1.169132	0.3003808	1784.53	OAS3	2'-5'-oligoadenylate synthetase 3
708	0.595	0.2422825	0.1071	-1.169301	-0.125201	1587.31	C1QBP	complement C1q binding protein
10343	0.595	0.2424388	0.2183	1.168913	0.255143	33.54	PKDREJ	polycystin family receptor for egg jelly
