GeneID	padj	pvalue	lfcSE	log2FoldChange	Symbol	EnsemblGeneID
6499	0.93685297	5.34e-01	0.1803	0.1122409	SKIC2	ENSG00000204351
84071	0.93685297	5.34e-01	0.412	0.2562855	ARMC2	ENSG00000118690
3315	0.93685297	5.34e-01	0.3178	0.1976052	HSPB1	ENSG00000106211
80005	0.93685297	5.34e-01	0.1233	0.0766038	DOCK5	ENSG00000147459
619279	0.93685297	5.34e-01	0.2441	0.1518696	ZNF704	ENSG00000164684
10867	0.93685297	5.34e-01	0.262	0.1631499	TSPAN9	ENSG00000011105
5554	0.93685297	5.34e-01	0.4848	-0.3011931	PRH1	ENSG00000231887
192111	0.93685297	5.34e-01	0.1455	0.0905668	PGAM5	ENSG00000247077
6038	0.93685297	5.34e-01	0.5581	0.3469147	RNASE4	ENSG00000258818
55329	0.93685297	5.34e-01	0.4772	-0.297109	MNS1	ENSG00000138587
100505865	0.93685297	5.33e-01	0.4588	0.2858067	LINC00920	
107985023	0.93685297	5.34e-01	0.3181	-0.1978675	LOC107985023	
10469	0.93685297	5.33e-01	0.2106	0.1311454	TIMM44	ENSG00000104980
199777	0.93685297	5.34e-01	0.2164	0.1346503	ZNF626	ENSG00000188171
7150	0.93685297	5.34e-01	0.1273	-0.0791375	TOP1	ENSG00000198900
4047	0.93685297	5.33e-01	0.3127	0.1949554	LSS	ENSG00000160285
169981	0.93685297	5.33e-01	0.2501	0.155973	SPIN3	ENSG00000204271
55802	0.93708104	5.35e-01	0.1202	-0.07462	DCP1A	ENSG00000272886
79633	0.93708104	5.35e-01	0.3134	-0.194454	FAT4	ENSG00000196159
10410	0.93708104	5.35e-01	0.2858	0.1774558	IFITM3	ENSG00000142089
65117	0.93708104	5.35e-01	0.146	0.0906157	RSRC2	ENSG00000111011
80125	0.93708104	5.35e-01	0.7297	0.4526637	CCDC33	ENSG00000140481
2806	0.93708104	5.35e-01	0.0992	-0.0615704	GOT2	ENSG00000125166
8731	0.93708104	5.35e-01	0.1258	-0.0780732	RNMT	ENSG00000101654
9122	0.93726873	5.36e-01	0.2416	0.1495713	SLC16A4	ENSG00000168679
30845	0.93726873	5.36e-01	0.3056	-0.1893057	EHD3	ENSG00000013016
200765	0.93726873	5.36e-01	0.3711	0.2297977	TIGD1	ENSG00000221944
22906	0.93726873	5.36e-01	0.4068	-0.2519628	TRAK1	ENSG00000182606
56147	0.93726873	5.35e-01	0.2547	0.1578506	PCDHA1	ENSG00000204970
387066	0.93726873	5.35e-01	0.3153	0.1954122	SNHG5	ENSG00000203875
85349	0.93726873	5.35e-01	0.4748	0.2943177	KRT87P	ENSG00000135477
10094	0.93726873	5.35e-01	0.1468	-0.0909966	ARPC3	ENSG00000111229
440519	0.93726873	5.36e-01	0.4336	0.2685647	ZNF724	ENSG00000196081
8775	0.93726873	5.35e-01	0.208	0.1289588	NAPA	ENSG00000105402
6385	0.93726873	5.36e-01	0.1244	0.0770131	SDC4	ENSG00000124145
3622	0.93736885	5.36e-01	0.1477	-0.0914191	ING2	ENSG00000168556
22828	0.93736885	5.36e-01	0.1313	-0.0812686	SCAF8	ENSG00000213079
400673	0.93736885	5.36e-01	0.3171	-0.1962106	VMAC	ENSG00000187650
282890	0.93755866	5.36e-01	0.5281	0.3266094	ZNF311	ENSG00000197935
399818	0.93757924	5.36e-01	0.1717	-0.1061684	EEF1AKMT2	ENSG00000203791
130752	0.93778181	5.37e-01	0.6168	0.3811354	MDH1B	ENSG00000138400
156	0.93778181	5.37e-01	0.2351	0.145321	GRK2	ENSG00000173020
121273	0.93778181	5.37e-01	0.3165	-0.1955758	C12orf54	ENSG00000177627
84750	0.93792318	5.37e-01	0.1565	0.0966787	FUT10	ENSG00000172728
130271	0.93806346	5.37e-01	0.2503	0.1545267	PLEKHH2	ENSG00000152527
7980	0.93806346	5.37e-01	0.2642	0.163133	TFPI2	ENSG00000105825
79602	0.93806346	5.37e-01	0.124	0.0765699	ADIPOR2	ENSG00000006831
1520	0.93811278	5.37e-01	0.1779	-0.1097815	CTSS	ENSG00000163131
130940	0.93811278	5.37e-01	0.504	0.3110064	CCDC148	ENSG00000153237
9026	0.93811278	5.37e-01	0.2512	0.1549696	HIP1R	ENSG00000130787
7768	0.93821588	5.37e-01	0.1768	-0.1090515	ZNF225	ENSG00000256294
685	0.93832232	5.38e-01	0.2016	-0.1242713	BTC	ENSG00000174808
51324	0.93832232	5.38e-01	0.1206	-0.0743438	SPG21	ENSG00000090487
79144	0.93832232	5.38e-01	0.2851	0.1757774	PPDPF	ENSG00000125534
4678	0.93832673	5.38e-01	0.1354	-0.0833264	NASP	ENSG00000132780
130026	0.93832673	5.38e-01	0.3594	0.2214003	ICA1L	ENSG00000163596
9456	0.93832673	5.38e-01	0.1507	-0.0928298	HOMER1	ENSG00000152413
9919	0.93832673	5.38e-01	0.1577	0.0970142	SEC16A	ENSG00000148396
112268058	0.93832673	5.38e-01	0.2601	0.1601168	LOC112268058	
55504	0.93832673	5.38e-01	0.4237	-0.2608447	TNFRSF19	ENSG00000127863
5684	0.93832673	5.38e-01	0.1027	-0.0632358	PSMA3	ENSG00000100567
23269	0.93832673	5.38e-01	0.1764	0.108532	MGA	ENSG00000174197
55288	0.93832673	5.38e-01	0.1418	-0.0872785	RHOT1	ENSG00000126858
163049	0.93832673	5.38e-01	0.1585	-0.0976486	ZNF791	ENSG00000173875
84557	0.93832673	5.38e-01	0.3934	0.2421754	MAP1LC3A	ENSG00000101460
400793	0.93854299	5.39e-01	0.1743	0.1071846	C1orf226	ENSG00000239887
106635532	0.93854299	5.40e-01	0.1643	-0.1006409	SNORA100	
57498	0.93854299	5.41e-01	0.1246	0.0760654	KIDINS220	ENSG00000134313
1876	0.93854299	5.40e-01	0.1814	-0.1112247	E2F6	ENSG00000169016
6432	0.93854299	5.39e-01	0.0994	0.0610791	SRSF7	ENSG00000115875
80067	0.93854299	5.41e-01	0.1678	-0.1025699	DCAF17	ENSG00000115827
50940	0.93854299	5.41e-01	0.8626	-0.5277328	PDE11A	ENSG00000128655
27013	0.93854299	5.41e-01	0.1838	0.1122557	CNPPD1	ENSG00000115649
9861	0.93854299	5.40e-01	0.1157	-0.0709576	PSMD6	ENSG00000163636
8971	0.93854299	5.39e-01	0.3304	0.2030642	H1-10	ENSG00000184897
100631383	0.93854299	5.40e-01	0.2041	0.1250501	FAM47E-STBD1	ENSG00000272414
8351	0.93854299	5.39e-01	0.4839	-0.2972246	H3C4	ENSG00000197409
107986589	0.93854299	5.40e-01	0.6818	0.4179794	LOC107986589	
3109	0.93854299	5.41e-01	0.3436	0.2102068	HLA-DMB	ENSG00000242574
51596	0.93854299	5.41e-01	0.1657	0.1011777	CUTA	ENSG00000112514
55633	0.93854299	5.40e-01	0.0957	-0.058671	TBC1D22B	ENSG00000065491
222171	0.93854299	5.40e-01	0.5306	-0.324938	PRR15	ENSG00000176532
1080	0.93854299	5.40e-01	0.2947	0.1805681	CFTR	ENSG00000001626
728407	0.93854299	5.40e-01	0.2437	0.1492357	PARGP1	
80351	0.93854299	5.39e-01	0.1065	-0.0654444	TNKS2	ENSG00000107854
23232	0.93854299	5.41e-01	0.1495	-0.0913146	TBC1D12	ENSG00000108239
27291	0.93854299	5.39e-01	0.1542	-0.0946269	R3HCC1L	ENSG00000166024
84188	0.93854299	5.39e-01	0.1703	-0.1045403	FAR1	ENSG00000197601
120227	0.93854299	5.40e-01	0.1718	0.1052454	CYP2R1	ENSG00000186104
54765	0.93854299	5.41e-01	0.0955	-0.0584372	TRIM44	ENSG00000166326
11251	0.93854299	5.41e-01	0.3385	-0.2070033	PTGDR2	ENSG00000183134
23409	0.93854299	5.41e-01	0.3165	-0.1936738	SIRT4	ENSG00000089163
29082	0.93854299	5.41e-01	0.1083	-0.066277	CHMP4A	ENSG00000254505
100529144	0.93854299	5.40e-01	0.3407	0.2085157	CORO7-PAM16	ENSG00000103426
29070	0.93854299	5.40e-01	0.4984	0.3056625	CCDC113	ENSG00000103021
22980	0.93854299	5.39e-01	0.1791	0.1098949	TCF25	ENSG00000141002
105371814	0.93854299	5.41e-01	0.1764	-0.1077419	LOC105371814	ENSG00000248278
8632	0.93854299	5.39e-01	0.4546	0.2794924	DNAH17	ENSG00000187775
284217	0.93854299	5.41e-01	0.6481	0.3957262	LAMA1	ENSG00000101680
404665	0.93854299	5.39e-01	0.54	-0.3318235	CACTIN-AS1	ENSG00000226800
79414	0.93854299	5.40e-01	0.215	0.1317607	LRFN3	ENSG00000126243
593	0.93854299	5.40e-01	0.2704	0.1656646	BCKDHA	ENSG00000248098
23636	0.93854299	5.39e-01	0.1847	0.1134036	NUP62	ENSG00000213024
125893	0.93854299	5.41e-01	0.2216	-0.1355711	ZNF816	ENSG00000180257
102725201	0.93854299	5.39e-01	0.527	0.323789	CEP250-AS1	
140578	0.93854299	5.41e-01	0.348	-0.2125103	CHODL	ENSG00000154645
105372989	0.93854299	5.39e-01	0.408	0.2507535	LOC105372989	
79159	0.93854299	5.41e-01	0.2672	0.1632937	NOL12	ENSG00000273899
83746	0.93854299	5.41e-01	0.1249	0.0762644	L3MBTL2	ENSG00000100395
727866	0.93854299	5.39e-01	0.3732	0.2291011	FAM156B	ENSG00000179304
7737	0.93854299	5.41e-01	0.1891	0.1155177	RNF113A	ENSG00000125352
8450	0.93854299	5.40e-01	0.1194	-0.0732453	CUL4B	ENSG00000158290
10813	0.93854299	5.41e-01	0.1148	-0.0701864	UTP14A	ENSG00000156697
407004	0.9387114	5.42e-01	0.4097	0.2500544	MIR22	ENSG00000283824
51091	0.93873871	5.42e-01	0.1608	-0.0981298	SEPSECS	ENSG00000109618
4015	0.93883513	5.42e-01	0.2278	-0.1389467	LOX	ENSG00000113083
201651	0.93888129	5.42e-01	0.4562	-0.2781325	AADACP1	ENSG00000291076
56145	0.93888129	5.42e-01	0.2489	0.1517216	PCDHA3	ENSG00000255408
107984329	0.93888129	5.42e-01	0.1972	-0.1202494	LOC107984329	
1949	0.93888129	5.42e-01	0.3771	-0.2299289	EFNB3	ENSG00000108947
54973	0.93894008	5.43e-01	0.2319	0.141113	INTS11	ENSG00000127054
100507178	0.93894008	5.42e-01	0.4651	-0.2833739	SLFNL1-AS1	ENSG00000281207
3953	0.93894008	5.43e-01	0.1927	0.1173257	LEPR	ENSG00000116678
100129046	0.93894008	5.42e-01	0.3617	-0.2203678	BCAR3-AS1	
645166	0.93894008	5.43e-01	0.5885	-0.3578947	LSP1P5	ENSG00000288905
481	0.93894008	5.44e-01	0.2448	-0.1486336	ATP1B1	ENSG00000143153
27436	0.93894008	5.44e-01	0.1303	-0.0791739	EML4	ENSG00000143924
101928371	0.93894008	5.43e-01	0.1451	0.088219	LOC101928371	ENSG00000225420
55627	0.93894008	5.42e-01	0.1913	0.1165077	SMPD4	ENSG00000136699
84317	0.93894008	5.43e-01	0.1547	-0.0940787	CCDC115	ENSG00000136710
111822955	0.93894008	5.44e-01	0.2343	-0.1422597	ATRIP-TREX1	ENSG00000164053
166336	0.93894008	5.43e-01	0.1942	0.1180512	PRICKLE2	ENSG00000163637
132660	0.93894008	5.44e-01	0.1506	-0.0914093	LIN54	ENSG00000189308
90826	0.93894008	5.44e-01	0.1459	-0.0885827	PRMT9	ENSG00000164169
105377576	0.93894008	5.43e-01	0.3425	-0.2080876	LOC105377576	
154091	0.93894008	5.43e-01	0.2334	0.1419166	SLC2A12	ENSG00000146411
22845	0.93894008	5.43e-01	0.2067	-0.1258665	DOLK	ENSG00000175283
255189	0.93894008	5.44e-01	0.3557	0.2159217	PLA2G4F	ENSG00000168907
107987228	0.93894008	5.44e-01	0.5038	-0.3058676	LOC107987228	
84148	0.93894008	5.43e-01	0.163	0.0990081	KAT8	ENSG00000103510
124641	0.93894008	5.44e-01	0.214	-0.1299783	OVCA2	ENSG00000262664
8711	0.93894008	5.44e-01	0.2058	-0.1250202	TNK1	ENSG00000174292
9912	0.93894008	5.43e-01	0.3402	-0.2069465	ARHGAP44	ENSG00000006740
653479	0.93894008	5.44e-01	0.2695	-0.1636097	MRPL45P2	
93323	0.93894008	5.44e-01	0.2086	-0.1266803	HAUS8	ENSG00000131351
8409	0.93894008	5.43e-01	0.1322	-0.0804517	UXT	ENSG00000126756
29934	0.93894008	5.42e-01	0.1259	-0.0766715	SNX12	ENSG00000147164
5274	0.93896091	5.44e-01	0.2097	-0.1272228	SERPINI1	ENSG00000163536
55331	0.93896091	5.44e-01	0.2454	-0.1489067	ACER3	ENSG00000078124
115817	0.939204	5.44e-01	0.2298	-0.1393814	DHRS1	ENSG00000157379
4259	0.93956616	5.45e-01	0.1675	0.1014286	MGST3	ENSG00000143198
10890	0.93956616	5.45e-01	0.1164	-0.0705177	RAB10	ENSG00000084733
55781	0.93956616	5.45e-01	0.1302	-0.0788626	RIOK2	ENSG00000058729
160140	0.93956616	5.45e-01	0.3263	-0.1976645	C11orf65	ENSG00000166323
41	0.93956616	5.45e-01	0.3274	0.1983498	ASIC1	ENSG00000110881
285237	0.9396173	5.45e-01	0.1324	-0.0800888	C3orf38	ENSG00000179021
5096	0.9396173	5.45e-01	0.13	-0.0786474	PCCB	ENSG00000114054
60561	0.9396173	5.45e-01	0.1988	-0.120325	RINT1	ENSG00000135249
64077	0.9396173	5.45e-01	0.2218	0.1342625	LHPP	ENSG00000107902
51303	0.9396173	5.45e-01	0.3216	0.1944852	FKBP11	ENSG00000134285
122786	0.9396173	5.45e-01	0.1904	0.115239	FRMD6	ENSG00000139926
26035	0.9396173	5.45e-01	0.1811	0.1095054	GLCE	ENSG00000138604
23042	0.9396173	5.45e-01	0.1575	-0.0952247	PDXDC1	ENSG00000179889
5817	0.9396173	5.45e-01	0.2598	0.1571951	PVR	ENSG00000073008
65078	0.9396173	5.45e-01	0.5609	0.3392359	RTN4R	ENSG00000040608
26061	0.93961786	5.46e-01	0.1303	0.0787112	HACL1	ENSG00000131373
10015	0.93961786	5.46e-01	0.1417	-0.0855281	PDCD6IP	ENSG00000170248
79572	0.93961786	5.46e-01	0.1261	0.0760696	ATP13A3	ENSG00000133657
152518	0.93961786	5.46e-01	0.1942	0.1173243	NFXL1	ENSG00000170448
8737	0.93961786	5.46e-01	0.1378	-0.0832146	RIPK1	ENSG00000137275
56479	0.93961786	5.46e-01	0.4731	0.28564	KCNQ5	ENSG00000185760
55222	0.93961786	5.46e-01	0.3229	0.1948364	LRRC20	ENSG00000172731
80298	0.93961786	5.46e-01	0.1664	-0.1004185	MTERF2	ENSG00000120832
121551	0.93961786	5.46e-01	0.2082	-0.1258165	ABTB3	ENSG00000151136
101928707	0.93961786	5.46e-01	0.3174	-0.1915931	CD2BP2-DT	ENSG00000260219
55111	0.93961786	5.46e-01	0.2857	-0.1724724	PLEKHJ1	ENSG00000104886
4298	0.93961786	5.46e-01	0.2325	0.1404622	MLLT1	ENSG00000130382
126375	0.93961786	5.46e-01	0.2217	0.1337794	ZNF792	ENSG00000180884
6874	0.93961786	5.46e-01	0.1378	0.0831368	TAF4	ENSG00000130699
171220	0.93963674	5.46e-01	0.3073	-0.1853472	DSTNP2	ENSG00000290712
84126	0.93975912	5.47e-01	0.2321	-0.1399342	ATRIP	ENSG00000164053
5993	0.93995707	5.47e-01	0.1036	-0.0624187	RFX5	ENSG00000143390
2549	0.93995707	5.47e-01	0.1692	0.1019785	GAB1	ENSG00000109458
127733	0.94028178	5.54e-01	0.618	0.3661469	UBXN10	ENSG00000162543
728621	0.94028178	5.55e-01	0.1884	-0.1110715	CCDC30	ENSG00000186409
8503	0.94028178	5.53e-01	0.2218	-0.1315154	PIK3R3	ENSG00000117461
644634	0.94028178	5.51e-01	0.353	-0.2102616	LOC644634	
4170	0.94028178	5.51e-01	0.1133	-0.0676388	MCL1	ENSG00000143384
100534012	0.94028178	5.47e-01	0.1987	0.1196136	TNFAIP8L2-SCNM1	ENSG00000163156
148327	0.94028178	5.48e-01	0.4006	-0.2406278	CREB3L4	ENSG00000143578
105371453	0.94028178	5.50e-01	0.2732	-0.1632109	BCAN-AS1	
9014	0.94028178	5.53e-01	0.2546	0.1511001	TAF1B	ENSG00000115750
3344	0.94028178	5.52e-01	0.1841	-0.1095161	FOXN2	ENSG00000170802
440894	0.94028178	5.52e-01	0.4255	0.2530959	LINC01123	ENSG00000204588
100129961	0.94028178	5.50e-01	0.3607	-0.2153814	CCNT2-AS1	
57405	0.94028178	5.51e-01	0.5546	-0.3303587	SPC25	ENSG00000152253
151556	0.94028178	5.48e-01	0.25	0.1501407	GPR155	ENSG00000163328
84812	0.94028178	5.55e-01	0.3697	0.2185247	PLCD4	ENSG00000115556
78987	0.94028178	5.55e-01	0.2438	-0.1437417	CRELD1	ENSG00000163703
1154	0.94028178	5.53e-01	0.9066	-0.5374136	CISH	ENSG00000114737
84836	0.94028178	5.48e-01	0.1951	-0.1173028	ABHD14B	ENSG00000114779
200894	0.94028178	5.52e-01	0.1848	-0.1100363	ARL13B	ENSG00000169379
79663	0.94028178	5.55e-01	0.1936	0.1143198	HSPBAP1	ENSG00000169087
22916	0.94028178	5.49e-01	0.1055	-0.0631978	NCBP2	ENSG00000114503
1609	0.94028178	5.51e-01	0.3598	0.2147826	DGKQ	ENSG00000145214
353497	0.94028178	5.53e-01	0.4294	-0.2545965	POLN	ENSG00000130997
25849	0.94028178	5.55e-01	0.564	-0.3330887	PARM1	ENSG00000169116
55008	0.94028178	5.50e-01	0.201	-0.1201017	HERC6	ENSG00000138642
5910	0.94028178	5.54e-01	0.1199	0.070901	RAP1GDS1	ENSG00000138698
255520	0.94028178	5.51e-01	0.1401	-0.0835932	ELMOD2	ENSG00000179387
116966	0.94028178	5.53e-01	0.5724	0.3396385	WDR17	ENSG00000150627
134121	0.94028178	5.50e-01	0.7014	0.4196809	CFAP90	ENSG00000215217
133418	0.94028178	5.54e-01	0.2423	-0.1433315	EMB	ENSG00000170571
79646	0.94028178	5.47e-01	0.149	0.0896147	PANK3	ENSG00000120137
107986496	0.94028178	5.49e-01	0.4508	0.270484	TRIM7-AS1	
401232	0.94028178	5.54e-01	0.4235	-0.2508533	LINC01011	
100129461	0.94028178	5.51e-01	0.2255	-0.1343539	LYRM4-AS1	ENSG00000272142
57176	0.94028178	5.48e-01	0.2079	0.1248265	VARS2	ENSG00000137411
9374	0.94028178	5.55e-01	0.186	0.1099096	PPT2	ENSG00000221988
401264	0.94028178	5.47e-01	0.2194	-0.132041	TRAM2-AS1	ENSG00000225791
135154	0.94028178	5.55e-01	0.2232	0.1318959	SDHAF4	ENSG00000154079
10559	0.94028178	5.48e-01	0.1974	-0.1186634	SLC35A1	ENSG00000164414
57107	0.94028178	5.52e-01	0.1465	-0.0872539	PDSS2	ENSG00000164494
7058	0.94028178	5.49e-01	0.3963	0.2376126	THBS2	ENSG00000186340
5814	0.94028178	5.52e-01	0.1392	-0.0828666	PURB	ENSG00000146676
3984	0.94028178	5.48e-01	0.2762	0.1658954	LIMK1	ENSG00000106683
64921	0.94028178	5.53e-01	0.1737	-0.1029897	CASD1	ENSG00000127995
115253422	0.94028178	5.53e-01	0.2258	-0.1338998	DUS4L-BCAP29	ENSG00000288558
107986838	0.94028178	5.54e-01	0.3934	0.233011	LOC107986838	
137075	0.94028178	5.53e-01	0.2827	0.1675412	CLDN23	ENSG00000253958
2185	0.94028178	5.54e-01	0.2006	0.1186856	PTK2B	ENSG00000120899
55246	0.94028178	5.53e-01	0.1189	-0.0705097	CCDC25	ENSG00000147419
157376	0.94028178	5.55e-01	0.4121	-0.2430098	FER1L6-AS2	ENSG00000253868
83696	0.94028178	5.47e-01	0.1624	-0.0977178	TRAPPC9	ENSG00000167632
81858	0.94028178	5.53e-01	0.3793	0.2247795	SHARPIN	ENSG00000179526
30968	0.94028178	5.53e-01	0.1263	0.0749908	STOML2	ENSG00000165283
26149	0.94028178	5.48e-01	0.1979	-0.1188925	ZNF658	ENSG00000274349
9414	0.94028178	5.53e-01	0.1491	-0.0885578	TJP2	ENSG00000119139
2218	0.94028178	5.54e-01	0.1432	0.0848358	FKTN	ENSG00000106692
84895	0.94028178	5.48e-01	0.304	-0.1827505	MIGA2	ENSG00000148343
10868	0.94028178	5.48e-01	0.2384	0.1432005	USP20	ENSG00000136878
7186	0.94028178	5.54e-01	0.3107	0.1837796	TRAF2	ENSG00000127191
8636	0.94028178	5.52e-01	0.3461	0.2058515	SSNA1	ENSG00000176101
54522	0.94028178	5.54e-01	0.2703	-0.1600555	ANKRD16	ENSG00000134461
221079	0.94028178	5.54e-01	0.156	-0.0922953	ARL5B	ENSG00000165997
23268	0.94028178	5.55e-01	0.1625	-0.0958507	DNMBP	ENSG00000107554
3632	0.94028178	5.54e-01	0.1058	-0.0625377	INPP5A	ENSG00000068383
56675	0.94028178	5.49e-01	0.4732	0.283805	NRIP3	ENSG00000175352
1982	0.94028178	5.48e-01	0.0849	-0.0510128	EIF4G2	ENSG00000110321
10978	0.94028178	5.54e-01	0.1314	-0.0776762	CLP1	ENSG00000172409
7108	0.94028178	5.50e-01	0.2467	-0.1475577	TM7SF2	ENSG00000149809
283131	0.94028178	5.51e-01	0.4083	0.2432406	NEAT1	ENSG00000245532
143872	0.94028178	5.48e-01	0.2167	-0.1301108	ARHGAP42	ENSG00000165895
23650	0.94028178	5.49e-01	0.1776	0.1063952	TRIM29	ENSG00000137699
101928317	0.94028178	5.53e-01	0.4789	-0.2838633	LOC101928317	ENSG00000255649
10193	0.94028178	5.52e-01	0.1337	-0.0795454	RNF41	ENSG00000181852
8914	0.94028178	5.51e-01	0.1432	0.0853392	TIMELESS	ENSG00000111602
84915	0.94028178	5.48e-01	0.3908	-0.2349802	FAM222A	ENSG00000139438
26524	0.94028178	5.51e-01	0.1469	0.0875367	LATS2	ENSG00000150457
10284	0.94028178	5.55e-01	0.0981	-0.057852	SAP18	ENSG00000150459
221150	0.94028178	5.49e-01	0.414	-0.2482745	SKA3	ENSG00000165480
81602	0.94028178	5.50e-01	0.188	-0.1122663	CDADC1	ENSG00000102543
9985	0.94028178	5.55e-01	0.3574	-0.2109761	REC8	ENSG00000100918
10548	0.94028178	5.54e-01	0.1125	-0.0665594	TM9SF1	ENSG00000100926
23256	0.94028178	5.55e-01	0.1394	-0.0823471	SCFD1	ENSG00000092108
84837	0.94028178	5.53e-01	0.3458	-0.2049479	ARHGAP5-AS1	
11177	0.94028178	5.50e-01	0.1342	0.0802649	BAZ1A	ENSG00000198604
6655	0.94028178	5.48e-01	0.1237	-0.0743181	SOS2	ENSG00000100485
51382	0.94028178	5.55e-01	0.1238	-0.0731233	ATP6V1D	ENSG00000100554
100529257	0.94028178	5.49e-01	0.137	-0.082091	SYNJ2BP-COX16	ENSG00000258644
9252	0.94028178	5.50e-01	0.3123	-0.1868192	RPS6KA5	ENSG00000100784
57578	0.94028178	5.47e-01	0.422	-0.2539021	UNC79	ENSG00000133958
100820829	0.94028178	5.51e-01	0.2487	-0.1482053	MYZAP	ENSG00000263155
10116	0.94028178	5.50e-01	0.1315	-0.0786993	FEM1B	ENSG00000169018
161502	0.94028178	5.52e-01	0.6666	0.396552	CFAP161	ENSG00000156206
114990	0.94028178	5.51e-01	0.4714	0.280992	VASN	ENSG00000168140
29035	0.94028178	5.49e-01	0.106	-0.0635549	HAPSTR1	ENSG00000182831
23049	0.94028178	5.52e-01	0.2069	0.1231504	SMG1	ENSG00000157106
107282092	0.94028178	5.54e-01	0.1675	0.0991981	BOLA2-SMG1P6	
101928736	0.94028178	5.52e-01	0.3076	-0.1828795	MIR762HG	ENSG00000260083
4166	0.94028178	5.55e-01	0.4546	-0.2682633	CHST6	ENSG00000183196
55090	0.94028178	5.53e-01	0.1936	-0.114987	MED9	ENSG00000141026
83871	0.94028178	5.54e-01	0.1992	0.1179947	RAB34	ENSG00000109113
80755	0.94028178	5.54e-01	0.1504	-0.0890849	AARSD1	ENSG00000266967
100130581	0.94028178	5.53e-01	0.4637	0.2750055	LINC00910	ENSG00000188825
379	0.94028178	5.53e-01	0.2203	-0.1306935	ARL4D	ENSG00000175906
104909134	0.94028178	5.50e-01	0.2349	-0.1405584	LINC02210-CRHR1	ENSG00000263715
9570	0.94028178	5.55e-01	0.1356	0.0800603	GOSR2	ENSG00000108433
9520	0.94028178	5.50e-01	0.1052	-0.0628834	NPEPPS	ENSG00000141279
54757	0.94028178	5.55e-01	0.1225	-0.0723473	FAM20A	ENSG00000108950
201254	0.94028178	5.55e-01	0.3373	-0.1991429	CENPX	ENSG00000169689
7525	0.94028178	5.50e-01	0.1068	-0.0637503	YES1	ENSG00000176105
727896	0.94028178	5.50e-01	0.3382	-0.202238	CHORDC1P4	
5273	0.94028178	5.54e-01	0.9982	-0.5910712	SERPINB10	ENSG00000242550
9150	0.94028178	5.48e-01	0.2025	0.1214851	CTDP1	ENSG00000060069
80032	0.94028178	5.55e-01	0.4451	0.2627265	ZNF556	ENSG00000172000
162993	0.94028178	5.49e-01	0.216	-0.1293451	ZNF846	ENSG00000196605
64748	0.94028178	5.50e-01	0.2471	-0.1478191	PLPPR2	ENSG00000105520
148206	0.94028178	5.51e-01	0.5282	0.3147033	ZNF714	ENSG00000160352
5714	0.94028178	5.50e-01	0.1531	0.0915368	PSMD8	ENSG00000099341
653583	0.94028178	5.48e-01	0.4177	0.2506233	PHLDB3	ENSG00000176531
56848	0.94028178	5.49e-01	0.3829	0.2293935	SPHK2	ENSG00000063176
4909	0.94028178	5.55e-01	0.4373	0.2580572	NTF4	ENSG00000225950
11202	0.94028178	5.54e-01	0.4679	0.2770679	KLK8	ENSG00000129455
147798	0.94028178	5.54e-01	0.2243	0.1327943	TMC4	ENSG00000167608
9040	0.94028178	5.50e-01	0.1706	0.1019379	UBE2M	ENSG00000130725
79183	0.94028178	5.50e-01	0.2028	0.1212001	TTPAL	ENSG00000124120
9334	0.94028178	5.47e-01	0.2927	0.1761588	B4GALT5	ENSG00000158470
149986	0.94028178	5.53e-01	0.1684	0.09991	LSM14B	ENSG00000149657
54915	0.94028178	5.51e-01	0.0796	-0.0474299	YTHDF1	ENSG00000149658
539	0.94028178	5.52e-01	0.1178	-0.0700326	ATP5PO	ENSG00000241837
150274	0.94028178	5.48e-01	0.2325	-0.1395191	HSCB	ENSG00000100209
51493	0.94028178	5.54e-01	0.13	-0.0769512	RTCB	ENSG00000100220
54471	0.94028178	5.48e-01	0.0954	0.0572913	MIEF1	ENSG00000100335
51309	0.94028178	5.50e-01	0.3329	0.1991349	ARMCX1	ENSG00000126947
84187	0.94028178	5.48e-01	0.1008	0.0605522	TMEM164	ENSG00000157600
55855	0.94028178	5.51e-01	0.1422	-0.0847996	DENND10P1	
5546	0.94043654	5.56e-01	0.1302	0.0767232	PRCC	ENSG00000143294
88745	0.94043654	5.56e-01	0.1171	0.0690215	RRP36	ENSG00000124541
51280	0.94043654	5.56e-01	0.1476	0.0869643	GOLM1	ENSG00000135052
126374	0.94048105	5.56e-01	0.3542	0.2086663	WTIP	ENSG00000142279
347734	0.94051465	5.56e-01	0.2232	0.1314797	SLC35B2	ENSG00000157593
4925	0.94053427	5.56e-01	0.3594	-0.2114791	NUCB2	ENSG00000070081
83640	0.94053427	5.56e-01	0.1115	-0.0655959	RAMAC	ENSG00000169612
79228	0.94053427	5.56e-01	0.2669	-0.1571606	THOC6	ENSG00000131652
30833	0.94053427	5.56e-01	0.347	0.2042	NT5C	ENSG00000125458
3959	0.94053427	5.56e-01	0.2359	0.1388932	LGALS3BP	ENSG00000108679
7398	0.9405414	5.56e-01	0.1662	-0.0977911	USP1	ENSG00000162607
60684	0.94073464	5.56e-01	0.1394	-0.0820029	TRAPPC11	ENSG00000168538
10957	0.94073659	5.57e-01	0.1413	-0.0830938	PNRC1	ENSG00000146278
113218482	0.94073659	5.57e-01	0.3468	0.2039129	MIR9898	
